Site_Name,Commodity,TimeIdx,Demand
ID,COKout,16,0.00
ID,COKout,17,0.00
ID,COKout,18,0.00
ID,COKout,19,0.00
ID,COKout,20,0.00
ID,COKout,21,0.00
ID,COKout,22,0.00
ID,COKout,23,0.00
ID,DSUout,-1,25.24
ID,DSUout,0,25.09
ID,DSUout,1,26.21
ID,DSUout,2,25.21
ID,DSUout,3,25.89
ID,DSUout,4,27.06
ID,DSUout,5,27.58
ID,DSUout,6,27.01
ID,DSUout,7,27.50
ID,DSUout,8,27.46
ID,DSUout,9,28.34
ID,DSUout,10,25.68
ID,DSUout,11,25.80
ID,DSUout,12,24.98
ID,DSUout,13,25.44
ID,DSUout,14,26.56
ID,DSUout,15,27.48
ID,DSUout,16,27.93
ID,DSUout,17,28.13
ID,DSUout,18,27.44
ID,DSUout,19,28.02
ID,DSUout,20,27.70
ID,DSUout,21,29.03
ID,DSUout,22,26.51
ID,DSUout,23,25.90
ID,JTAout,-1,1.96
ID,JTAout,0,1.72
ID,JTAout,1,1.81
ID,JTAout,2,1.94
ID,JTAout,3,1.95
ID,JTAout,4,1.99
ID,JTAout,5,2.03
ID,JTAout,6,1.99
ID,JTAout,7,1.93
ID,JTAout,8,1.85
ID,JTAout,9,1.83
ID,JTAout,10,1.77
ID,JTAout,11,1.83
ID,JTAout,12,1.74
ID,JTAout,13,1.77
ID,JTAout,14,1.86
ID,JTAout,15,1.93
ID,JTAout,16,1.98
ID,JTAout,17,2.06
ID,JTAout,18,2.01
ID,JTAout,19,1.95
ID,JTAout,20,1.87
ID,JTAout,21,1.85
ID,JTAout,22,1.79
ID,JTAout,23,1.85
ID,LPGout,-1,2.94
ID,LPGout,0,3.21
ID,LPGout,1,3.07
ID,LPGout,2,2.47
ID,LPGout,3,2.09
ID,LPGout,4,1.99
ID,LPGout,5,2.17
ID,LPGout,6,2.17
ID,LPGout,7,2.26
ID,LPGout,8,2.31
ID,LPGout,9,2.65
ID,LPGout,10,2.74
ID,LPGout,11,3.16
ID,LPGout,12,3.26
ID,LPGout,13,3.01
ID,LPGout,14,2.55
ID,LPGout,15,2.24
ID,LPGout,16,2.14
ID,LPGout,17,2.21
ID,LPGout,18,2.12
ID,LPGout,19,2.28
ID,LPGout,20,2.31
ID,LPGout,21,2.65
ID,LPGout,22,2.69
ID,LPGout,23,3.11
ID,N2Hout,-1,0.89
ID,N2Hout,0,1.09
ID,N2Hout,1,1.27
ID,N2Hout,2,0.75
ID,N2Hout,3,0.42
ID,N2Hout,4,0.21
ID,N2Hout,5,0.15
ID,N2Hout,6,0.15
ID,N2Hout,7,0.16
ID,N2Hout,8,0.24
ID,N2Hout,9,0.38
ID,N2Hout,10,0.59
ID,N2Hout,11,0.84
ID,N2Hout,12,1.12
ID,N2Hout,13,1.00
ID,N2Hout,14,0.66
ID,N2Hout,15,0.37
ID,N2Hout,16,0.19
ID,N2Hout,17,0.14
ID,N2Hout,18,0.14
ID,N2Hout,19,0.15
ID,N2Hout,20,0.24
ID,N2Hout,21,0.36
ID,N2Hout,22,0.56
ID,N2Hout,23,0.81
ID,N6Iout,-1,0.01
ID,N6Iout,0,0.01
ID,N6Iout,1,9.566039736e-03
ID,N6Iout,2,0.01
ID,N6Iout,3,0.01
ID,N6Iout,4,8.15321974565441e-03
ID,N6Iout,5,0.01
ID,N6Iout,6,9.29121501096e-03
ID,N6Iout,7,9.80229760704e-03
ID,N6Iout,8,9.99482042232e-03
ID,N6Iout,9,0.01
ID,N6Iout,10,0.01
ID,N6Iout,11,0.01
ID,N6Iout,12,0.01
ID,N6Iout,13,9.4418714988e-03
ID,N6Iout,14,0.01
ID,N6Iout,15,9.99876227112e-03
ID,N6Iout,16,8.46382581432e-03
ID,N6Iout,17,0.01
ID,N6Iout,18,8.86016654496e-03
ID,N6Iout,19,9.33564110688e-03
ID,N6Iout,20,9.32476939056e-03
ID,N6Iout,21,9.70634522088e-03
ID,N6Iout,22,9.87602477904e-03
ID,N6Iout,23,9.48675504384e-03
IL,ASPHout,-1,11.77
IL,ASPHout,0,9.72
IL,ASPHout,1,10.54
IL,ASPHout,2,11.53
IL,ASPHout,3,14.52
IL,ASPHout,4,17.61
IL,ASPHout,5,20.95
IL,ASPHout,6,22.62
IL,ASPHout,7,23.26
IL,ASPHout,8,21.94
IL,ASPHout,9,19.55
IL,ASPHout,10,14.49
IL,ASPHout,11,10.44
IL,ASPHout,12,10.23
IL,ASPHout,13,10.68
IL,ASPHout,14,12.14
IL,ASPHout,15,14.83
IL,ASPHout,16,18.25
IL,ASPHout,17,21.24
IL,ASPHout,18,22.85
IL,ASPHout,19,23.43
IL,ASPHout,20,22.03
IL,ASPHout,21,19.51
IL,ASPHout,22,14.56
IL,ASPHout,23,10.37
IL,CFGsout,-1,316.41
IL,CFGsout,0,305.70
IL,CFGsout,1,303.33
IL,CFGsout,2,317.52
IL,CFGsout,3,314.83
IL,CFGsout,4,325.43
IL,CFGsout,5,320.21
IL,CFGsout,6,324.04
IL,CFGsout,7,326.75
IL,CFGsout,8,314.52
IL,CFGsout,9,322.55
IL,CFGsout,10,314.83
IL,CFGsout,11,316.19
IL,CFGsout,12,303.63
IL,CFGsout,13,301.01
IL,CFGsout,14,311.93
IL,CFGsout,15,318.48
IL,CFGsout,16,320.73
IL,CFGsout,17,321.62
IL,CFGsout,18,324.60
IL,CFGsout,19,326.83
IL,CFGsout,20,314.94
IL,CFGsout,21,321.04
IL,CFGsout,22,316.39
IL,CFGsout,23,316.15
IL,COKout,-1,8.37
IL,COKout,0,11.90
IL,COKout,1,7.43
IL,COKout,2,11.70
IL,COKout,3,9.97
IL,COKout,4,11.08
IL,COKout,5,11.61
IL,COKout,6,11.06
IL,COKout,7,12.30
IL,COKout,8,11.48
IL,COKout,9,10.01
IL,COKout,10,11.32
IL,COKout,11,10.79
IL,COKout,12,10.46
IL,COKout,13,9.30
IL,COKout,14,9.34
IL,COKout,15,9.65
IL,COKout,16,10.54
IL,COKout,17,11.33
IL,COKout,18,10.89
IL,COKout,19,12.19
IL,COKout,20,11.39
IL,COKout,21,9.95
IL,COKout,22,11.28
IL,COKout,23,10.76
IL,DSUout,-1,116.03
IL,DSUout,0,115.33
IL,DSUout,1,120.48
IL,DSUout,2,115.91
IL,DSUout,3,119.03
IL,DSUout,4,124.41
IL,DSUout,5,126.79
IL,DSUout,6,124.15
IL,DSUout,7,126.40
IL,DSUout,8,126.23
IL,DSUout,9,130.26
IL,DSUout,10,118.05
IL,DSUout,11,118.60
IL,DSUout,12,114.82
IL,DSUout,13,116.93
IL,DSUout,14,122.11
IL,DSUout,15,126.33
IL,DSUout,16,128.41
IL,DSUout,17,129.31
IL,DSUout,18,126.13
IL,DSUout,19,128.80
IL,DSUout,20,127.36
IL,DSUout,21,133.43
IL,DSUout,22,121.87
IL,DSUout,23,119.08
IL,JTAout,-1,75.13
IL,JTAout,0,66.02
IL,JTAout,1,69.64
IL,JTAout,2,74.33
IL,JTAout,3,74.87
IL,JTAout,4,76.24
IL,JTAout,5,78.03
IL,JTAout,6,76.56
IL,JTAout,7,74.19
IL,JTAout,8,71.04
IL,JTAout,9,70.14
IL,JTAout,10,67.99
IL,JTAout,11,70.25
IL,JTAout,12,66.89
IL,JTAout,13,68.10
IL,JTAout,14,71.32
IL,JTAout,15,74.17
IL,JTAout,16,75.81
IL,JTAout,17,78.87
IL,JTAout,18,77.28
IL,JTAout,19,75.03
IL,JTAout,20,71.78
IL,JTAout,21,70.85
IL,JTAout,22,68.72
IL,JTAout,23,71.07
IL,LPGout,-1,40.35
IL,LPGout,0,44.00
IL,LPGout,1,42.16
IL,LPGout,2,33.93
IL,LPGout,3,28.64
IL,LPGout,4,27.31
IL,LPGout,5,29.76
IL,LPGout,6,29.77
IL,LPGout,7,31.10
IL,LPGout,8,31.75
IL,LPGout,9,36.34
IL,LPGout,10,37.62
IL,LPGout,11,43.35
IL,LPGout,12,44.80
IL,LPGout,13,41.28
IL,LPGout,14,35.01
IL,LPGout,15,30.70
IL,LPGout,16,29.35
IL,LPGout,17,30.39
IL,LPGout,18,29.16
IL,LPGout,19,31.35
IL,LPGout,20,31.74
IL,LPGout,21,36.44
IL,LPGout,22,36.98
IL,LPGout,23,42.75
IL,N2Hout,-1,0.55
IL,N2Hout,0,0.68
IL,N2Hout,1,0.79
IL,N2Hout,2,0.46
IL,N2Hout,3,0.26
IL,N2Hout,4,0.13
IL,N2Hout,5,0.09
IL,N2Hout,6,0.09
IL,N2Hout,7,0.10
IL,N2Hout,8,0.15
IL,N2Hout,9,0.23
IL,N2Hout,10,0.36
IL,N2Hout,11,0.52
IL,N2Hout,12,0.69
IL,N2Hout,13,0.62
IL,N2Hout,14,0.41
IL,N2Hout,15,0.23
IL,N2Hout,16,0.12
IL,N2Hout,17,0.09
IL,N2Hout,18,0.08
IL,N2Hout,19,0.09
IL,N2Hout,20,0.15
IL,N2Hout,21,0.22
IL,N2Hout,22,0.35
IL,N2Hout,23,0.50
IL,N6Iout,-1,0.07
IL,N6Iout,0,0.07
IL,N6Iout,1,0.05
IL,N6Iout,2,0.06
IL,N6Iout,3,0.07
IL,N6Iout,4,0.04
IL,N6Iout,5,0.05
IL,N6Iout,6,0.04
IL,N6Iout,7,0.05
IL,N6Iout,8,0.05
IL,N6Iout,9,0.05
IL,N6Iout,10,0.05
IL,N6Iout,11,0.05
IL,N6Iout,12,0.06
IL,N6Iout,13,0.05
IL,N6Iout,14,0.05
IL,N6Iout,15,0.05
IL,N6Iout,16,0.04
IL,N6Iout,17,0.05
IL,N6Iout,18,0.04
IL,N6Iout,19,0.04
IL,N6Iout,20,0.04
IL,N6Iout,21,0.05
IL,N6Iout,22,0.05
IL,N6Iout,23,0.05
IN,ASPHout,-1,7.89
IN,ASPHout,0,6.52
IN,ASPHout,1,7.07
IN,ASPHout,2,7.73
IN,ASPHout,3,9.73
IN,ASPHout,4,11.80
IN,ASPHout,5,14.04
IN,ASPHout,6,15.16
IN,ASPHout,7,15.59
IN,ASPHout,8,14.71
IN,ASPHout,9,13.10
IN,ASPHout,10,9.71
IN,ASPHout,11,7.00
IN,ASPHout,12,6.85
IN,ASPHout,13,7.16
IN,ASPHout,14,8.14
IN,ASPHout,15,9.94
IN,ASPHout,16,12.23
IN,ASPHout,17,14.24
IN,ASPHout,18,15.32
IN,ASPHout,19,15.71
IN,ASPHout,20,14.77
IN,ASPHout,21,13.08
IN,ASPHout,22,9.76
IN,ASPHout,23,6.95
IN,CFGsout,-1,203.32
IN,CFGsout,0,196.43
IN,CFGsout,1,194.91
IN,CFGsout,2,204.03
IN,CFGsout,3,202.30
IN,CFGsout,4,209.12
IN,CFGsout,5,205.76
IN,CFGsout,6,208.22
IN,CFGsout,7,209.96
IN,CFGsout,8,202.11
IN,CFGsout,9,207.26
IN,CFGsout,10,202.30
IN,CFGsout,11,203.17
IN,CFGsout,12,195.11
IN,CFGsout,13,193.42
IN,CFGsout,14,200.44
IN,CFGsout,15,204.65
IN,CFGsout,16,206.09
IN,CFGsout,17,206.67
IN,CFGsout,18,208.58
IN,CFGsout,19,210.01
IN,CFGsout,20,202.37
IN,CFGsout,21,206.29
IN,CFGsout,22,203.31
IN,CFGsout,23,203.15
IN,COKout,-1,13.16
IN,COKout,0,18.70
IN,COKout,1,11.68
IN,COKout,2,18.39
IN,COKout,3,15.67
IN,COKout,4,17.42
IN,COKout,5,18.25
IN,COKout,6,17.39
IN,COKout,7,19.34
IN,COKout,8,18.05
IN,COKout,9,15.74
IN,COKout,10,17.80
IN,COKout,11,16.97
IN,COKout,12,16.44
IN,COKout,13,14.63
IN,COKout,14,14.69
IN,COKout,15,15.16
IN,COKout,16,16.57
IN,COKout,17,17.81
IN,COKout,18,17.12
IN,COKout,19,19.16
IN,COKout,20,17.91
IN,COKout,21,15.64
IN,COKout,22,17.74
IN,COKout,23,16.92
IN,DSUout,-1,98.47
IN,DSUout,0,97.88
IN,DSUout,1,102.24
IN,DSUout,2,98.37
IN,DSUout,3,101.01
IN,DSUout,4,105.58
IN,DSUout,5,107.60
IN,DSUout,6,105.36
IN,DSUout,7,107.27
IN,DSUout,8,107.12
IN,DSUout,9,110.55
IN,DSUout,10,100.18
IN,DSUout,11,100.65
IN,DSUout,12,97.44
IN,DSUout,13,99.23
IN,DSUout,14,103.63
IN,DSUout,15,107.20
IN,DSUout,16,108.97
IN,DSUout,17,109.74
IN,DSUout,18,107.04
IN,DSUout,19,109.31
IN,DSUout,20,108.08
IN,DSUout,21,113.23
IN,DSUout,22,103.42
IN,DSUout,23,101.06
IN,JTAout,-1,24.57
IN,JTAout,0,21.59
IN,JTAout,1,22.78
IN,JTAout,2,24.31
IN,JTAout,3,24.49
IN,JTAout,4,24.93
IN,JTAout,5,25.52
IN,JTAout,6,25.04
IN,JTAout,7,24.26
IN,JTAout,8,23.23
IN,JTAout,9,22.94
IN,JTAout,10,22.24
IN,JTAout,11,22.97
IN,JTAout,12,21.88
IN,JTAout,13,22.27
IN,JTAout,14,23.32
IN,JTAout,15,24.26
IN,JTAout,16,24.79
IN,JTAout,17,25.79
IN,JTAout,18,25.27
IN,JTAout,19,24.54
IN,JTAout,20,23.48
IN,JTAout,21,23.17
IN,JTAout,22,22.47
IN,JTAout,23,23.24
IN,LPGout,-1,13.39
IN,LPGout,0,14.60
IN,LPGout,1,13.99
IN,LPGout,2,11.26
IN,LPGout,3,9.50
IN,LPGout,4,9.06
IN,LPGout,5,9.87
IN,LPGout,6,9.88
IN,LPGout,7,10.32
IN,LPGout,8,10.54
IN,LPGout,9,12.06
IN,LPGout,10,12.48
IN,LPGout,11,14.38
IN,LPGout,12,14.87
IN,LPGout,13,13.70
IN,LPGout,14,11.62
IN,LPGout,15,10.19
IN,LPGout,16,9.74
IN,LPGout,17,10.08
IN,LPGout,18,9.68
IN,LPGout,19,10.40
IN,LPGout,20,10.53
IN,LPGout,21,12.09
IN,LPGout,22,12.27
IN,LPGout,23,14.18
IN,N2Hout,-1,1.47
IN,N2Hout,0,1.81
IN,N2Hout,1,2.10
IN,N2Hout,2,1.24
IN,N2Hout,3,0.69
IN,N2Hout,4,0.34
IN,N2Hout,5,0.26
IN,N2Hout,6,0.25
IN,N2Hout,7,0.27
IN,N2Hout,8,0.40
IN,N2Hout,9,0.63
IN,N2Hout,10,0.97
IN,N2Hout,11,1.39
IN,N2Hout,12,1.85
IN,N2Hout,13,1.65
IN,N2Hout,14,1.10
IN,N2Hout,15,0.62
IN,N2Hout,16,0.32
IN,N2Hout,17,0.24
IN,N2Hout,18,0.23
IN,N2Hout,19,0.24
IN,N2Hout,20,0.40
IN,N2Hout,21,0.60
IN,N2Hout,22,0.93
IN,N2Hout,23,1.34
IN,N6Iout,-1,0.39
IN,N6Iout,0,0.36
IN,N6Iout,1,0.26
IN,N6Iout,2,0.34
IN,N6Iout,3,0.36
IN,N6Iout,4,0.22
IN,N6Iout,5,0.28
IN,N6Iout,6,0.25
IN,N6Iout,7,0.26
IN,N6Iout,8,0.27
IN,N6Iout,9,0.28
IN,N6Iout,10,0.28
IN,N6Iout,11,0.27
IN,N6Iout,12,0.31
IN,N6Iout,13,0.25
IN,N6Iout,14,0.27
IN,N6Iout,15,0.27
IN,N6Iout,16,0.23
IN,N6Iout,17,0.27
IN,N6Iout,18,0.24
IN,N6Iout,19,0.25
IN,N6Iout,20,0.25
IN,N6Iout,21,0.26
IN,N6Iout,22,0.26
IN,N6Iout,23,0.25
KS,ASPHout,-1,3.11
KS,ASPHout,0,2.57
KS,ASPHout,1,2.79
KS,ASPHout,2,3.05
KS,ASPHout,3,3.84
KS,ASPHout,4,4.66
KS,ASPHout,5,5.54
KS,ASPHout,6,5.99
KS,ASPHout,7,6.16
KS,ASPHout,8,5.81
KS,ASPHout,9,5.17
KS,ASPHout,10,3.83
KS,ASPHout,11,2.76
KS,ASPHout,12,2.70
KS,ASPHout,13,2.82
KS,ASPHout,14,3.21
KS,ASPHout,15,3.92
KS,ASPHout,16,4.83
KS,ASPHout,17,5.62
KS,ASPHout,18,6.05
KS,ASPHout,19,6.20
KS,ASPHout,20,5.83
KS,ASPHout,21,5.16
KS,ASPHout,22,3.85
KS,ASPHout,23,2.74
KS,CFGsout,-1,86.92
KS,CFGsout,0,83.98
KS,CFGsout,1,83.33
KS,CFGsout,2,87.22
KS,CFGsout,3,86.48
KS,CFGsout,4,89.40
KS,CFGsout,5,87.96
KS,CFGsout,6,89.02
KS,CFGsout,7,89.76
KS,CFGsout,8,86.40
KS,CFGsout,9,88.61
KS,CFGsout,10,86.48
KS,CFGsout,11,86.86
KS,CFGsout,12,83.41
KS,CFGsout,13,82.69
KS,CFGsout,14,85.69
KS,CFGsout,15,87.49
KS,CFGsout,16,88.11
KS,CFGsout,17,88.35
KS,CFGsout,18,89.17
KS,CFGsout,19,89.78
KS,CFGsout,20,86.51
KS,CFGsout,21,88.19
KS,CFGsout,22,86.91
KS,CFGsout,23,86.85
KS,COKout,-1,2.68
KS,COKout,0,3.81
KS,COKout,1,2.38
KS,COKout,2,3.75
KS,COKout,3,3.19
KS,COKout,4,3.55
KS,COKout,5,3.72
KS,COKout,6,3.54
KS,COKout,7,3.94
KS,COKout,8,3.68
KS,COKout,9,3.21
KS,COKout,10,3.63
KS,COKout,11,3.46
KS,COKout,12,3.35
KS,COKout,13,2.98
KS,COKout,14,2.99
KS,COKout,15,3.09
KS,COKout,16,3.38
KS,COKout,17,3.63
KS,COKout,18,3.49
KS,COKout,19,3.90
KS,COKout,20,3.65
KS,COKout,21,3.19
KS,COKout,22,3.61
KS,COKout,23,3.45
KS,DSUout,-1,50.63
KS,DSUout,0,50.32
KS,DSUout,1,52.57
KS,DSUout,2,50.58
KS,DSUout,3,51.94
KS,DSUout,4,54.28
KS,DSUout,5,55.33
KS,DSUout,6,54.17
KS,DSUout,7,55.15
KS,DSUout,8,55.08
KS,DSUout,9,56.84
KS,DSUout,10,51.51
KS,DSUout,11,51.75
KS,DSUout,12,50.10
KS,DSUout,13,51.02
KS,DSUout,14,53.28
KS,DSUout,15,55.12
KS,DSUout,16,56.03
KS,DSUout,17,56.42
KS,DSUout,18,55.04
KS,DSUout,19,56.20
KS,DSUout,20,55.57
KS,DSUout,21,58.22
KS,DSUout,22,53.18
KS,DSUout,23,51.96
KS,JTAout,-1,7.80
KS,JTAout,0,6.85
KS,JTAout,1,7.23
KS,JTAout,2,7.72
KS,JTAout,3,7.77
KS,JTAout,4,7.92
KS,JTAout,5,8.10
KS,JTAout,6,7.95
KS,JTAout,7,7.70
KS,JTAout,8,7.38
KS,JTAout,9,7.28
KS,JTAout,10,7.06
KS,JTAout,11,7.29
KS,JTAout,12,6.95
KS,JTAout,13,7.07
KS,JTAout,14,7.41
KS,JTAout,15,7.70
KS,JTAout,16,7.87
KS,JTAout,17,8.19
KS,JTAout,18,8.02
KS,JTAout,19,7.79
KS,JTAout,20,7.45
KS,JTAout,21,7.36
KS,JTAout,22,7.14
KS,JTAout,23,7.38
KS,LPGout,-1,35.35
KS,LPGout,0,38.55
KS,LPGout,1,36.94
KS,LPGout,2,29.72
KS,LPGout,3,25.10
KS,LPGout,4,23.92
KS,LPGout,5,26.07
KS,LPGout,6,26.09
KS,LPGout,7,27.24
KS,LPGout,8,27.82
KS,LPGout,9,31.84
KS,LPGout,10,32.96
KS,LPGout,11,37.98
KS,LPGout,12,39.25
KS,LPGout,13,36.17
KS,LPGout,14,30.67
KS,LPGout,15,26.90
KS,LPGout,16,25.71
KS,LPGout,17,26.62
KS,LPGout,18,25.55
KS,LPGout,19,27.47
KS,LPGout,20,27.80
KS,LPGout,21,31.93
KS,LPGout,22,32.40
KS,LPGout,23,37.45
KS,N2Hout,-1,0.02
KS,N2Hout,0,0.03
KS,N2Hout,1,0.04
KS,N2Hout,2,0.02
KS,N2Hout,3,0.01
KS,N2Hout,4,6.75410163845e-03
KS,N2Hout,5,5.03559601813e-03
KS,N2Hout,6,4.84527982698e-03
KS,N2Hout,7,5.26941618388e-03
KS,N2Hout,8,7.76181587125e-03
KS,N2Hout,9,0.01
KS,N2Hout,10,0.01
KS,N2Hout,11,0.02
KS,N2Hout,12,0.03
KS,N2Hout,13,0.03
KS,N2Hout,14,0.02
KS,N2Hout,15,0.01
KS,N2Hout,16,6.33100082956e-03
KS,N2Hout,17,4.75928003034e-03
KS,N2Hout,18,4.48174220548e-03
KS,N2Hout,19,4.83740089556e-03
KS,N2Hout,20,7.92981572883e-03
KS,N2Hout,21,0.01
KS,N2Hout,22,0.01
KS,N2Hout,23,0.02
KS,N6Iout,-1,0.55
KS,N6Iout,0,0.51
KS,N6Iout,1,0.36
KS,N6Iout,2,0.49
KS,N6Iout,3,0.51
KS,N6Iout,4,0.31
KS,N6Iout,5,0.40
KS,N6Iout,6,0.35
KS,N6Iout,7,0.37
KS,N6Iout,8,0.38
KS,N6Iout,9,0.40
KS,N6Iout,10,0.40
KS,N6Iout,11,0.39
KS,N6Iout,12,0.44
KS,N6Iout,13,0.36
KS,N6Iout,14,0.39
KS,N6Iout,15,0.38
KS,N6Iout,16,0.32
KS,N6Iout,17,0.38
KS,N6Iout,18,0.34
KS,N6Iout,19,0.36
KS,N6Iout,20,0.36
KS,N6Iout,21,0.37
KS,N6Iout,22,0.38
KS,N6Iout,23,0.36
KY,ASPHout,-1,4.49
KY,ASPHout,0,3.71
KY,ASPHout,1,4.02
KY,ASPHout,2,4.40
KY,ASPHout,3,5.54
KY,ASPHout,4,6.72
KY,ASPHout,5,8.00
KY,ASPHout,6,8.63
KY,ASPHout,7,8.88
KY,ASPHout,8,8.38
KY,ASPHout,9,7.46
KY,ASPHout,10,5.53
KY,ASPHout,11,3.98
KY,ASPHout,12,3.90
KY,ASPHout,13,4.07
KY,ASPHout,14,4.63
KY,ASPHout,15,5.66
KY,ASPHout,16,6.97
KY,ASPHout,17,8.11
KY,ASPHout,18,8.73
KY,ASPHout,19,8.94
KY,ASPHout,20,8.41
KY,ASPHout,21,7.45
KY,ASPHout,22,5.56
KY,ASPHout,23,3.96
KY,CFGsout,-1,144.63
KY,CFGsout,0,139.73
KY,CFGsout,1,138.65
KY,CFGsout,2,145.14
KY,CFGsout,3,143.90
KY,CFGsout,4,148.75
KY,CFGsout,5,146.36
KY,CFGsout,6,148.11
KY,CFGsout,7,149.35
KY,CFGsout,8,143.76
KY,CFGsout,9,147.43
KY,CFGsout,10,143.90
KY,CFGsout,11,144.52
KY,CFGsout,12,138.79
KY,CFGsout,13,137.59
KY,CFGsout,14,142.58
KY,CFGsout,15,145.57
KY,CFGsout,16,146.60
KY,CFGsout,17,147.01
KY,CFGsout,18,148.37
KY,CFGsout,19,149.39
KY,CFGsout,20,143.95
KY,CFGsout,21,146.74
KY,CFGsout,22,144.62
KY,CFGsout,23,144.51
KY,COKout,-1,19.41
KY,COKout,0,27.59
KY,COKout,1,17.23
KY,COKout,2,27.13
KY,COKout,3,23.11
KY,COKout,4,25.70
KY,COKout,5,26.92
KY,COKout,6,25.65
KY,COKout,7,28.53
KY,COKout,8,26.62
KY,COKout,9,23.21
KY,COKout,10,26.26
KY,COKout,11,25.03
KY,COKout,12,24.25
KY,COKout,13,21.58
KY,COKout,14,21.66
KY,COKout,15,22.37
KY,COKout,16,24.44
KY,COKout,17,26.27
KY,COKout,18,25.26
KY,COKout,19,28.27
KY,COKout,20,26.42
KY,COKout,21,23.07
KY,COKout,22,26.17
KY,COKout,23,24.96
KY,DSUout,-1,76.02
KY,DSUout,0,75.56
KY,DSUout,1,78.93
KY,DSUout,2,75.95
KY,DSUout,3,77.99
KY,DSUout,4,81.51
KY,DSUout,5,83.07
KY,DSUout,6,81.34
KY,DSUout,7,82.82
KY,DSUout,8,82.70
KY,DSUout,9,85.35
KY,DSUout,10,77.35
KY,DSUout,11,77.70
KY,DSUout,12,75.23
KY,DSUout,13,76.61
KY,DSUout,14,80.01
KY,DSUout,15,82.77
KY,DSUout,16,84.13
KY,DSUout,17,84.72
KY,DSUout,18,82.64
KY,DSUout,19,84.39
KY,DSUout,20,83.45
KY,DSUout,21,87.42
KY,DSUout,22,79.85
KY,DSUout,23,78.02
KY,JTAout,-1,28.67
KY,JTAout,0,25.20
KY,JTAout,1,26.58
KY,JTAout,2,28.37
KY,JTAout,3,28.58
KY,JTAout,4,29.10
KY,JTAout,5,29.78
KY,JTAout,6,29.22
KY,JTAout,7,28.32
KY,JTAout,8,27.11
KY,JTAout,9,26.77
KY,JTAout,10,25.95
KY,JTAout,11,26.81
KY,JTAout,12,25.53
KY,JTAout,13,25.99
KY,JTAout,14,27.22
KY,JTAout,15,28.31
KY,JTAout,16,28.93
KY,JTAout,17,30.10
KY,JTAout,18,29.50
KY,JTAout,19,28.64
KY,JTAout,20,27.40
KY,JTAout,21,27.04
KY,JTAout,22,26.23
KY,JTAout,23,27.13
KY,LPGout,-1,17.96
KY,LPGout,0,19.58
KY,LPGout,1,18.76
KY,LPGout,2,15.10
KY,LPGout,3,12.75
KY,LPGout,4,12.15
KY,LPGout,5,13.24
KY,LPGout,6,13.25
KY,LPGout,7,13.84
KY,LPGout,8,14.13
KY,LPGout,9,16.17
KY,LPGout,10,16.74
KY,LPGout,11,19.29
KY,LPGout,12,19.94
KY,LPGout,13,18.37
KY,LPGout,14,15.58
KY,LPGout,15,13.66
KY,LPGout,16,13.06
KY,LPGout,17,13.52
KY,LPGout,18,12.98
KY,LPGout,19,13.95
KY,LPGout,20,14.12
KY,LPGout,21,16.22
KY,LPGout,22,16.46
KY,LPGout,23,19.02
KY,N2Hout,-1,1.02
KY,N2Hout,0,1.24
KY,N2Hout,1,1.45
KY,N2Hout,2,0.86
KY,N2Hout,3,0.47
KY,N2Hout,4,0.24
KY,N2Hout,5,0.17
KY,N2Hout,6,0.17
KY,N2Hout,7,0.18
KY,N2Hout,8,0.27
KY,N2Hout,9,0.43
KY,N2Hout,10,0.67
KY,N2Hout,11,0.96
KY,N2Hout,12,1.27
KY,N2Hout,13,1.13
KY,N2Hout,14,0.75
KY,N2Hout,15,0.43
KY,N2Hout,16,0.22
KY,N2Hout,17,0.16
KY,N2Hout,18,0.15
KY,N2Hout,19,0.17
KY,N2Hout,20,0.28
KY,N2Hout,21,0.41
KY,N2Hout,22,0.64
KY,N2Hout,23,0.92
KY,N6Iout,-1,0.07
KY,N6Iout,0,0.06
KY,N6Iout,1,0.04
KY,N6Iout,2,0.06
KY,N6Iout,3,0.06
KY,N6Iout,4,0.04
KY,N6Iout,5,0.05
KY,N6Iout,6,0.04
KY,N6Iout,7,0.04
KY,N6Iout,8,0.05
KY,N6Iout,9,0.05
KY,N6Iout,10,0.05
KY,N6Iout,11,0.05
KY,N6Iout,12,0.05
KY,N6Iout,13,0.04
KY,N6Iout,14,0.05
KY,N6Iout,15,0.05
KY,N6Iout,16,0.04
KY,N6Iout,17,0.05
KY,N6Iout,18,0.04
KY,N6Iout,19,0.04
KY,N6Iout,20,0.04
KY,N6Iout,21,0.04
KY,N6Iout,22,0.04
KY,N6Iout,23,0.04
LA,ASPHout,-1,2.35
LA,ASPHout,0,1.94
LA,ASPHout,1,2.10
LA,ASPHout,2,2.30
LA,ASPHout,3,2.90
LA,ASPHout,4,3.52
LA,ASPHout,5,4.19
LA,ASPHout,6,4.52
LA,ASPHout,7,4.65
LA,ASPHout,8,4.38
LA,ASPHout,9,3.91
LA,ASPHout,10,2.89
LA,ASPHout,11,2.08
LA,ASPHout,12,2.04
LA,ASPHout,13,2.13
LA,ASPHout,14,2.42
LA,ASPHout,15,2.96
LA,ASPHout,16,3.65
LA,ASPHout,17,4.24
LA,ASPHout,18,4.57
LA,ASPHout,19,4.68
LA,ASPHout,20,4.40
LA,ASPHout,21,3.90
LA,ASPHout,22,2.91
LA,ASPHout,23,2.07
LA,CFGsout,-1,151.82
